Murtagh Cramer;m;1554;Porsche;97.374;82.429;94.34;82.053;87.998
Winebrenner Killingsworth;m;1670;Ford;87.56;92.616;97.759;59.823;69.619
Alice Major;f;1007;Porsche;94.497;97.328;98.158;66.178;85.234
Alice Rhett;f;1010;Mazda;95.399;75.254;66.49;66.702;79.305
Hanlon Willard;m;1288;BMW;98.069;60.58;85.236;73.077;79.613
Timpson Tristan;m;1578;Lamborghini;72.342;88.663;97.991;62.068;93.761
Hanlon Cambra;m;1842;BMW;67.326;51.331;75.656;97.692;50.788
Terra Tonette;f;1908;Lamborghini;73.319;89.502;59.758;85.927;69.432
Lissa Cambra;f;1883;Lamborghini;61.721;67.636;70.989;96.683;93.069
Edney Lindquist;m;1108;BMW;51.664;65.69;96.963;69.095;72.893
Hoey Delnero;m;1641;Lamborghini;75.785;89.156;64.833;65.085;71.656
Auslander Devalle;m;1929;BMW;69.5;78.172;62.81;59.162;67.121
Abby Rhett;f;1200;Koenigsegg;67.43;53.001;69.196;63.575;86.92
Minta Alice;f;1626;Bugatti;99.287;98.228;75.311;65.356;83.154
Matilda Afton;f;1151;McLaren;77.035;59.142;52.225;68.757;90.609
Cramer Michele;m;1635;Mercedes;77.037;61.662;91.586;58.116;58.815
Charise Carmelina;f;1751;Abarth;66.517;64.356;78.585;67.863;54.199
Wilford Vogt;f;1104;Chevrolet;70.448;77.428;93.435;77.692;61.555
Timpson Cramer;m;1147;Abarth;66.626;77.645;51.749;50.827;71.836
Bengtson Camille;m;1897;Chevrolet;53.28;83.009;53.816;96.922;88.75
Eddy Gomes;f;1555;Audi;89.515;57.031;81.873;82.712;99.329
Cramer Cambra;m;1197;Ferrari;88.971;79.837;69.305;89.697;65.438
Minta Matilda;f;1113;Ferrari;98.609;54.445;94.537;78.463;81.421
Dominick Faw;m;1198;Alpine;67.158;70.319;86.469;70.709;73.521
Timpson Shurtliff;m;1570;Ford;64.533;86.044;88.663;86.061;70.387
Fasching Carmelina;m;1773;Bugatti;56.991;59.934;65.954;65.496;72.307
Huss Labrador;m;1362;Alpine;71.828;83.267;75.194;85.854;69.424
Emerald Wenger;f;1874;Nissan;93.656;82.387;54.531;84.11;68.71
Barcomb Eddy;m;1850;Mercedes;51.786;91.221;90.606;82.988;76.581
Camille Fasching;f;1013;Ford;66.834;92.69;95.269;91.443;61.248
Frances Iris;f;1752;Chevrolet;82.662;66.709;65.497;71.764;61.505
Hoey Huss;m;1137;Lamborghini;69.484;77.391;53.833;71.055;99.182
Loretta Eilene;f;1223;Koenigsegg;98.828;79.391;51.459;74.124;56.342
Fasching Terra;m;1137;Mercedes;58.771;55.901;83.198;89.787;64.877
Voisin Mcgeehan;m;1648;McLaren;54.362;52.628;95.841;64.521;80.716
Auslander Danille;m;1151;Nissan;74.738;67.2;62.48;71.793;92.311
Legault Wygant;m;1671;Alpine;82.067;95.286;54.505;54.879;87.458
Flanary Mazie;m;1774;Ferrari;55.614;51.566;74.525;58.64;94.81
Bengtson Wygant;m;1734;Alpine;86.556;81.71;71.951;52.037;75.566
Norris Flanary;f;1718;Ferrari;74.156;75.663;51.861;78.556;86.329
Nannette Afton;f;1640;Mercedes;66.084;51.72;96.503;57.75;76.388
Dominick Petrus;m;1123;Bugatti;50.222;99.234;90.968;72.459;87.806
Slater Rhett;m;1840;Mazda;61.594;60.459;61.054;93.109;58.556
Alphonso Eddy;f;1052;Audi;88.159;75.368;96.927;56.746;62.577
Legault Legault;m;1086;Koenigsegg;85.565;80.15;70.437;52.857;94.674
Fasching Hanlon;m;1111;BMW;91.594;98.98;63.138;63.649;86.345
Hanlon Peggie;m;1357;Mercedes;51.336;57.626;97.029;86.324;65.956
Eddy Minta;f;1414;Ford;82.33;88.339;71.211;55.593;93.196
Legault Nicola;m;1172;Ford;84.077;88.715;62.069;68.366;55.048
